,MGH258,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.014158631594259584,,,,-0.016603069796319224,-0.02202220675391121,,
BMP1,-0.010662853492143968,-0.018292829336863627,-0.02924822303769884,-0.0640883097661974,0.03738344479928483,0.02545092039948567,0.009094121004490457,-0.03258259601804059,0.009520602694501822,0.008898734709440637,-0.0362672943404269,0.0793818751099725,-0.07637530277538862
NDP,0.027504231302723288,-0.011826997223535432,0.0028422209869629093,-0.043652954279824754,0.025085533604132147,0.04121875100945277,0.0183078269768915,0.06151848360391266,0.023575523289130682,0.02914516904453525,0.04410691557360891,0.11954410420196213,-0.06464514364158255
TNFSF18,-0.02115380653898456,-0.033355590489188305,0.03249099584265297,,0.08458689278632857,-0.02102514286370726,,-0.04663494103931353,,-0.01712245281955207,0.03956382208642964,-0.032837971113322796,
RTN4,-0.05115173367852696,0.01327628298700253,-0.017468865517165307,-0.06357796374649677,-0.03771589150021404,-0.10153928397159158,-0.048838163232096776,0.03782363399718478,-0.021614014693242173,0.012442942873818908,0.015466545477391219,-0.07128502276960928,0.024004864622382358
HEBP1,0.02269293018058695,-0.04731172677953758,0.020431072608477076,0.03290026988947429,0.008552212100572418,0.03820502101159922,-0.022362385954847876,0.022722049422655176,0.033241876801131755,0.0012092223533152913,-0.003919274612916426,0.0661057994924045,-0.023044229114809626
WNT7B,-0.018635841005200295,0.031950926407512736,-0.023299353888279962,0.030632056157022403,-0.004250289183443741,-0.03819563681325717,-0.0014788163666394588,,-0.036288505810331696,-0.00616165146433604,-0.018096829906917022,0.026585348454819083,-0.03512189539100832
PTMA,-0.01932650257972035,0.001518595288226398,0.031758711168220426,0.036059619362420275,0.030041678365119895,-0.00022889208474564615,0.036018181241191834,-0.057494612277800346,-0.08327110706777348,0.013774926226502518,-0.028238664333344845,-0.001486750842774013,-0.05215491394310163
FASLG,-0.018635846273504803,,,,,,,,,,0.0913076453970517,,
CEACAM1,0.0458040988245174,0.0659235463131377,0.053398008589573984,-0.036458993521575764,,-0.027667890506041737,,-0.04364425666684295,-0.020334239622381203,-0.02460317709342677,-0.02657463936341673,,
PDAP1,0.04483014097959872,-0.014834264980853884,0.012270099816298688,0.0360844601470302,0.015957937752087755,0.052785392574154925,0.007658060070275798,0.05296714271249692,-0.037673527703974974,0.03984713502908092,-0.002917027578656942,-0.008124798301401672,0.06339460537237779
QDPR,-0.011001246208478642,-0.031346697070734085,-0.040342900549682925,-0.06479647423651042,0.012024868180488488,-0.05508420745593516,-0.05125281749165071,0.053186581666502884,0.006591818143203398,-0.005124085581644143,0.03741766804085766,0.026545771723817422,0.08084409058487958
POMC,0.024858077178723514,0.018907022540695036,-0.0006231518998903196,0.010708558042016376,-0.029700037783060386,0.04213651341140172,0.04034417622091084,0.008156223047623595,0.019462921554679883,-0.04209914452930956,-0.04845317365626648,0.014683538143289376,0.13682807872653627
CCL18,,-0.010945853591299685,,,,,,,-0.02417110355913027,,,,
CCL17,,,,0.020755598561118742,,,-0.008978357503085831,,-0.014426158807216437,-0.021890188449803,0.27115354161373006,,
VEGFD,,0.15760357267446562,-0.012785273699108686,-0.028343224730438682,,-0.02371950588502604,-0.016215617590027896,-0.05933341052584733,,-0.023087392422788656,,,
TNFSF13,,0.047119844246021884,,0.04896792225136535,-0.014474591449055912,,,,0.004427553820242705,-0.02347439620515719,0.0634974029698308,-0.03572302857340038,
WNT5A,0.028268594950103865,-0.041903476455112276,-0.005798725599277145,-0.0005226153612561983,-0.00394874495499968,0.028474865842425513,0.07399360600637545,-0.0417126955139128,0.027709218462489586,0.028968751171197182,0.04283426759191397,0.012541379123316694,0.024483075183771758
CXCL8,,0.021490597806139437,0.12253407513862406,0.05151223164515592,-0.020589167526503083,0.030397828704933974,-0.015100688178327323,-0.07472747602674619,-0.041470976041030144,-0.03107929587436534,-0.06742317164981693,-0.06434219938999756,-0.1119642893921808
GRN,-0.03685779624239421,-0.03548305669742656,-0.024031588321013025,-0.013380006509622287,0.028762140721752837,0.09147009287914674,0.03648544211834857,0.0016177747500962369,-0.03182861295592194,0.020492781329035016,-0.010483347179711125,-0.07520371580973564,-0.05091786254890068
MIA,-0.004128192061907851,-0.000763839900666849,-0.02277639591015592,0.01613846735984312,0.058367840711056135,0.0548991507647518,0.043197185307580224,0.03755737297717544,0.08018596841455325,0.08010749111048131,0.015847502314762358,-0.037517308665336375,
COL4A4,-0.0002734161327223695,-0.03962838590581203,-0.004611176362517537,0.04989623806512411,-0.013771934270307134,-0.013952280509346387,0.0638695652195843,0.035826758250506734,0.031726886212636085,-0.004223496933540873,0.05172595077254887,0.049947845720159194,
TAC1,-0.01863583613450764,0.015200308105874943,-0.054626234284644526,-0.012428269167212257,0.007151140448395998,-0.07616215509072197,-0.03845461086973052,,,,0.04888106410034606,-0.012493965012432488,0.12729573136684127
RARRES2,0.034800392416204085,-0.006395597466269893,-0.02827251727395117,0.017281497890390584,-0.0014336285379802187,0.0912632057274961,0.0374962436394247,-0.0502063701993817,0.052752570769749735,-0.03970340821114685,0.06051893141878238,0.028075382867022238,0.12922060179348235
FGF7,-0.04597404528151344,,-0.028906449101059693,0.022637131105526422,-0.001855176184909771,0.08929383701758196,0.00924643681588928,0.11546003086845878,-0.008905472267014094,-0.033922788366370096,0.0443617173294342,0.019222343489098383,0.04753930886383585
HBEGF,-0.04069704670987897,-0.010322426876424285,0.02085810645835823,0.02326922024726115,0.05321150739901016,0.01301764113364136,0.013734247724023903,0.007239191408624997,0.016014132348756625,-0.06599123310204397,0.06378099685397015,-0.03696224944898173,0.020094004663464688
CSF3,,,,0.03835196832595088,,-0.014761244230836216,,,0.013809944373446681,,0.07430591663845346,-0.029520992251927097,
PI3,,-0.013289714965089095,,0.01746502838945649,,0.07555477362121084,,,-0.013019700875502067,-0.018599285297185787,0.006637056809223588,-0.04476948642550739,
PCSK1N,0.00732812337903666,0.015733161798292837,-0.025276053959000986,-0.06192871739871565,-0.010870268994415616,-0.043350190810129516,-0.08295533016783295,-7.78224858046096e-05,-0.005096693535661398,-0.009212890927285574,0.06848053311895687,-0.04485921650172572,-0.0012498853645332016
NTS,,,,,-0.01681240264795524,0.024077795831797096,-0.008260545535769397,,-0.03365472678944832,,-0.011977817301174563,,
SFRP1,-0.027115612312958923,-0.02807123325457986,0.004135931161700755,-0.02219758336784844,-3.6298572704371317e-05,-0.007656423178403148,-0.02210681718634608,-0.08863455624214603,0.0024219191736375946,0.09271338591176685,-0.0263640913779269,-0.009173060869799151,0.1547738652326675
CXCL13,,,-0.013655532540925245,,,,,,-0.03240411045798624,,,0.026804530619623974,
MICA,-0.028821058175914644,-0.05689703029063214,-0.0007114054498248572,0.02547029319243686,0.008214860415010034,0.06122344154137618,0.03582742271420999,0.01860677734051033,0.02999225246231053,0.020903442701139082,0.03067434589452098,0.02363839833580282,0.05453717469979654
TG,-0.021582575886773807,0.03365375066125062,-0.02431435702538296,0.00058204724019519,-0.019405944628260903,-0.01781550112798404,-0.015998607435108142,-0.011164448367042881,-0.019168758308379632,,-0.03554559894750099,0.017741014129176207,
ADA,0.08531562790875762,0.0011417190363191608,-0.03618226244300305,0.03461747823238716,0.022271512910285986,0.039062239201571994,-0.0259830250834819,-0.0432827068051352,0.07675799767010516,0.07886949693926883,-0.014562569229767841,0.05089663140040306,0.09602972372004306
LAMC3,0.03538637487958213,-0.05592514043281919,-0.0038456140898085345,-0.0023989266003389314,0.04937100029916619,0.052425240368488696,-0.0003816804795130881,-0.09321839942144969,-0.004607483729183912,-0.02945386463902346,-0.0588518341059658,-0.0078126825534743,-0.07946432544670537
CCL7,,-0.02098848599509969,,-0.017319216558884055,,,,,-0.021621486813441313,,-0.019099845613003263,-0.056996976819458964,
NGF,,0.03148910320469782,,0.005368821791836267,-0.018518476180072175,,,0.024274358660833693,0.06000946223151156,,0.012842365309970188,-0.047596025633390195,
TNFSF15,,,,-0.019285794710348438,0.09513619638593232,,,0.05882955344264775,-0.021078521759534254,,-0.006672090946466813,-0.04648052893648062,
HMGB1,-0.004182695670696244,-0.0004331286920847417,0.009094145861393253,-0.029330194162774888,0.00045416875336251405,0.05421962639216448,0.06564451006357541,0.01925349267960082,-0.024287240469208313,-0.043489370026033904,0.01371919933288658,0.009553460478379048,0.08072979071789053
ITGB3BP,0.04526863332609344,0.008147057454015604,0.03871166634947636,0.07182954388516016,0.01586548313120564,0.03503416356991859,0.0550781157253047,0.0046566743368820366,-0.00036794139245949496,-0.03846045608677446,0.037375998347189465,0.09717339357151682,-0.0019403924760930192
AANAT,,-0.019479503638092952,,0.04734892871160839,,-0.013315041763833085,-0.01844185105717284,,-0.018968144760641424,0.04929592276424963,-0.020208433163722728,-0.02564360458072163,
RELN,-0.017892527610674832,0.024284202414608626,0.003261768103928535,-0.030459576360804704,-0.0014109243276709475,-0.03907051026320521,-0.015457687251828032,-0.028230616462201617,,-0.03386203438243581,,0.0617399353895093,0.12991999811908367
IL15,0.10115631580320074,-0.023791616015032994,-0.030976118862360097,-0.0035274041444030863,-0.015999762842629498,-0.022741161788501624,-0.03963758167781476,-0.06777428643337328,0.05581976872423921,0.08530079305300795,0.05226225367322192,-0.05921597500333344,
UTS2,,,,,,0.0330053077177257,,,0.01080589767478816,,,,
BSG,0.06404356300155671,0.005649566228352118,-0.08495582051943645,0.01744777900567917,-0.0042432138143582735,-0.032156943732312517,-0.002456190541103335,-0.03317920734731306,0.053785082248540984,0.0042012623370141135,-0.01678552216745274,-0.030990663290849624,0.04394326261833941
ADAMTS3,0.0373803502278481,-0.02520918027920273,-0.0034976449618046184,0.04633826839269601,0.002859248374551567,0.09131965237965661,0.05754153807094145,,0.10717384695735667,-0.014520765418583992,0.03568845318322828,-0.04690314654030043,
CD34,0.04707296807140644,-0.052838598461171754,0.032260323142223296,0.012444855540322838,0.013645221025994858,0.022061045282456525,0.040603591455465694,-0.09964349643438865,-0.062370870063776986,-0.0011537086435946052,-0.00013192092917405733,-0.05373038522143487,0.07346033444798425
CCL23,,,,,,-0.015150403903478953,,,,,,,
PLAT,0.06212182967307249,-0.025929222191030228,-0.02048070196965869,-0.03376784256215907,0.0011397158296092766,0.07825710260715822,0.008387037041193503,0.1196501986390091,0.04765440318706842,0.0640719984724417,0.03083851397910175,-0.004628486350972794,0.016184115948052732
NTF3,,,,,,,-0.010676487603427572,,0.032379271936155966,,,,
LTA,,,0.0003383779325079197,-0.022197582329410596,,,,,,,0.05203082358687327,,
CKLF,0.00924134125283846,-0.011480608489433991,0.0031063870112159504,-0.01351023321951125,0.019756922244685945,0.10742263132905461,0.0067418463593975604,0.04593822572554074,-0.0019923897876421926,0.06793757394655422,0.04362810392509696,0.09176750550542823,0.09755921572793533
CD24,0.027020082095238564,0.02025829599519194,-0.0035341541813178863,-0.026786484961721622,0.050789333197768974,0.002751307133111142,0.038436570551564214,-0.017250853582730465,-0.07876598700041282,-0.04375804087102194,0.06944560636599689,-0.06352352802977669,-0.06837464243233178
HSP90AA1,-0.03230067087768563,0.0639864221763542,0.007446565346955695,-0.04401449333801873,0.006008385351682475,-0.08875709484280309,0.016343892327302247,-0.001988670318796934,-0.044994248144192124,0.04748878163786381,-0.007711855684495671,-0.10506560236568634,-0.015884988341822847
BMP4,-0.022211603846258383,0.03531377564658157,0.05151614509043273,0.025475611741304333,-0.040189066989923763,-0.0020937146326533034,0.061304728034383256,0.07548007146769728,0.05029303759828332,-0.026734667374024537,0.025177822764448587,-0.03970154368791488,
SCGB3A1,,0.011457064756843825,,,-0.02042398024543974,,-0.015555881740743663,0.03383592829309982,-0.02001953313389301,,0.0014438399799786633,0.01905447208076619,
IGFBP4,0.09276643864323036,-0.02849006354552482,-0.01034051024683705,-0.007451986889394667,0.03201398661055954,0.05342844356188639,0.07018342140175836,-0.03360053395251234,-0.009528326903035969,0.01921233825559475,-0.020019638947920575,-0.021503977225563856,0.02079342803623183
RSPO4,,,0.015714801416171605,0.0034772852327868767,,,-0.015555879465344058,0.052073551826704985,,,-0.012898374696877036,0.04549075886494474,
LEFTY2,-0.021369182951294582,-0.02518468970682068,-0.018100458681892726,0.0033115022619032083,-0.003383431199500178,0.0599785855906025,0.11584047365596925,,-0.018354193864582938,0.027703140336501866,0.08479557253743439,-0.1293540781461649,
PF4,,-0.021772182897911052,0.0040544834354736435,-0.015110675238714616,,,,,,,-0.027197499260696634,0.052288838388241075,
ANGPTL2,0.06469357407450517,-0.02393029901356437,0.006035743501298737,0.011399711889362575,0.05183066286205821,0.045269332137427266,-0.030858662897300132,-0.027231207761694593,0.029133252819699924,-0.008391817479998035,0.00080209295138695,-0.005683958743591441,0.04567423139147154
LRIG2,-0.022459219128426217,0.015597177389760826,0.015949121169181475,0.033339475363077985,-0.007430064170338036,0.019575896082342857,0.01953284296643262,-0.00885080043980328,0.00019559292064617436,-0.06627423182552747,-0.00010328447423357496,-0.012557881517628858,-0.055312120767156005
ICOSLG,-0.01709758557579686,0.012596427183053928,0.09826149117663435,-0.026994947894872858,-0.015747650379488016,0.0789570978237047,-0.010032239068517796,0.016461294519802324,-0.026514241582758686,-0.023871755665693425,0.04632352992673864,-0.026743961226919334,-0.04340191223683314
WIF1,,-0.021035440369819774,,,-0.07004681974342447,-0.07009740630581215,-0.02927294438262774,,,,,-0.023284976870909285,0.06218852483484929
NPPC,-0.014446756233425787,0.013460510958215289,,0.02723047044853115,-0.0021283960985475905,-0.03585022305226994,-0.02161886560273999,-0.05777606465981742,0.10484577566519811,-0.025688613495079386,,-0.028471480846459656,0.09788617115132292
LYZ,-0.0064324222275722555,0.029662509475426237,0.08069948511082597,0.02666335845994463,-0.03758891285174581,-0.02210408418034928,0.08811691057610314,0.06064513185634624,0.028313178520949965,0.07317897076033536,0.022046022578256257,-0.08140900704575545,0.029042975901612235
EREG,,,,,,,,,0.017350802804184936,,-0.0302238560586733,-0.029162657520971292,
SPTAN1,0.010622925629193218,0.002770500760568461,-0.028546309102081606,-0.007724701502406782,-0.049145647447303625,-0.06463475112672529,0.0014000678043478306,0.016176299926602772,0.011615698346484647,0.013233445583740075,0.015177142974579538,0.07903576386355661,0.03368963944720026
LIPC,-0.027632157858066685,-0.026654874571925027,0.073335065465443,-0.02715500880705949,-0.02481152961567893,0.04479191355747145,,0.07980139261287042,,-0.03153147723403026,-0.008604143784654234,0.0359811258260277,
COL8A1,-0.010259773921509695,-0.020088310014169993,0.07628666273693567,0.015561952057758927,-0.01698740832158661,0.03860272845685724,0.002477839092257465,0.02262893113182386,0.0664479132340505,0.002940345059860631,-0.00478186229265733,-0.0824531368240826,
GSTM2,0.04778291319210832,-0.006408140484224384,-0.026219809483791625,0.08741233851242883,-0.013529953893290371,0.06532899153322155,0.013074565276908237,0.025268104371414548,0.011527968362320269,-0.033360829347082524,0.02731010259281212,-0.034131934055370815,
SPX,-0.01125662222032392,-0.007828731135406383,0.016024923790626828,0.009334343097571243,-0.012807684847454036,-0.04669707024921675,-0.01924317740642795,,0.05703507480417785,-0.04962230401037955,0.008374937593709855,0.1342645606726222,0.09777113231789657
MFGE8,0.06402331675301731,-0.05661818200522417,0.036705320598358064,-0.033632013658276075,0.020971541795662595,0.00017162007148452968,-0.05165784219987067,-0.0037723422214349035,0.059377438901953995,0.017391764403932017,-0.012496618096813286,-0.04944387516382737,0.024881836603558628
TGFA,0.005890491431211606,-0.05623692512479367,0.001947492076806019,0.008850760940392163,0.02416935968405881,0.005506268175920844,-0.05191026289707488,0.014990884495474652,0.04698614556721838,0.047106699112026695,0.042971654938471986,0.07157658292334464,-0.01338372955534939
SLIT2,-0.022211600292068676,-0.0010632918233601366,-0.026230281778912866,-0.04588407740150229,-0.04240506786072849,-0.02726789802401274,0.03159191274775699,-0.04847547571804158,0.015970703954565325,-0.009848796959615715,-0.0017454602761778416,-0.08078115586935096,0.05480920224424718
PLTP,-0.034776281109305064,-0.003506583401339589,-0.0045631932920804025,-0.0339701283233125,-0.03464412386458909,0.054142250220813336,0.03939428166426998,-0.05480655790276489,-0.02609858859052789,0.007400124342095612,-0.06031363517184468,0.0348227118986086,0.09153471468317671
APOD,-0.06528001479048277,-0.03403715527126217,0.0011927865070206374,0.0007552271121619768,0.07904048066430948,0.08214669510788832,0.003797022933097948,0.13834328377469784,0.07598500672596936,0.07757443188484733,-0.022572849432648454,0.043985077003404593,0.009845346876674965
B2M,-0.032108124167662566,-0.08122510639711188,-0.05507976214713558,0.005999407382840169,0.048540225314981124,0.10050338348225545,0.05189129133133494,-0.08854814491943878,0.042137256792410066,0.025242775760603603,-0.01871287920135033,-0.0521239705755805,-0.1508414397150913
OMG,-0.016137172075525803,0.007195490997416481,-0.08028505102217919,0.010054067413255438,-0.028040932269289193,0.021676630733479176,-0.013433797084166072,-0.03472436427502035,0.05215768064313983,-0.008045552852124221,0.04087145631713775,0.02354506630470359,0.006187508374339575
CXCL3,0.19875372511504685,0.03863950425166523,-0.03343943087285605,0.057177400876770985,,-0.017482013342530658,-0.01664150287763972,,0.043207470016984106,0.08771262039813953,0.010081734585203497,0.03397069586017699,
CXCL10,-0.00288042627991406,-0.007449681653565763,-0.0545485054493254,-0.04375653520818382,-0.021869863225035382,0.06695039615363915,-0.025279660891033187,0.09409375092369075,-0.02232695890337802,0.05262305066547949,-0.03664444545036585,-0.01463581877314706,
RSPO3,,0.009725411342773119,,-0.017548101336677092,-0.017982037667369655,-0.021864004597994452,-0.04041062117894067,,0.02373771434056915,,0.21761455626869367,-0.0013302410489815818,0.08652158930875671
CORT,0.15502266041530507,0.03029688803471916,-0.017618710803845913,0.009016947187029486,-0.03681058375399417,-0.03784055845858097,0.005662832205938943,,0.011132898096661311,,,,-0.04737740980905501
NCAN,0.017300117865059392,-0.016157380364320607,0.03474809077237889,-0.04317993793118714,0.0279681396762526,0.05685550236157001,-0.011210293861623354,0.09900960223836663,0.034828489616484576,0.06925696924729219,-0.0001976502361052009,0.0791741285355121,0.00542530840759756
PRG4,,-0.0203359014595008,,0.015689939918631,,-0.018940168145106268,,,0.011926372422503129,,-0.005241995627974089,-0.03525630074386764,
ZG16B,,-0.005926962165236414,-0.019572365203128158,0.009301725250054977,,0.017014710215421825,,,,,-0.024168026851245264,0.1395407172659122,
TGM2,0.009103074749310594,-0.007717838330407992,0.013500883922165054,0.020337439022587975,-0.04353879418356779,-0.026545120241848946,0.015211325731703938,-0.03987872011407278,0.03242180644120961,-0.04192557514338599,0.03420092858366539,-0.03849040249872005,-0.024102339751108686
VEGFC,-0.02158258179271712,0.003028346572237356,-0.025131670643297143,0.05781306137395914,0.038599518552330736,-0.009963648571497653,-0.011714150747727385,-0.047810058786105815,-0.027825611427579496,0.014974961276643092,0.045387082166794226,-0.0543697201989334,
WNT6,,0.007911449916774931,-0.01810045915693027,0.11151092740739518,-0.016410826799791802,-0.018625175263011287,,,0.05262500754574404,,-0.029187859514945267,-0.022328918966842283,
NRG4,,-0.0020509990146634067,,-0.021078282119581803,-0.0200898857340378,-0.023591180956070837,-0.031878057766281394,-0.026362576046924654,,-0.020195853348573375,-0.01938261067695486,0.030460910898850863,
PMCH,,-0.022280170477776896,,-0.029206013397213237,,,,,-0.021976753020015238,,-0.020528309758377068,-0.007884653996645527,
COL9A1,0.01710695226045274,-0.0012815713336169856,0.01538087739586099,-0.02201472726016823,-0.006785575084799679,0.03469610032820619,0.012527604895083495,-0.030112552704362697,-0.03967637065648805,0.004094557212378209,0.012326952321030418,-0.011881729228875029,-0.03892296066264448
GDF11,0.016667439497287315,-0.022918748503384438,-0.024869622054408052,-0.01984764041380026,0.0006281760850596282,0.07480071716587812,-0.0024261145252003216,-0.07573736990103411,0.033854490381043066,-0.003637347475753324,-0.006454913112938211,0.03788572478525367,-0.05514114819719548
RAET1E,,,,,,,,,,,0.03722828038728999,,
IL24,,,,,,,,,-0.01638533747943749,,,-0.03754050605087309,
SORBS1,0.04504402066708702,-0.007234270505712945,-0.0020245431912433776,-0.03245351354217747,-0.012489178347598733,-0.044618759238491255,-0.006296395054180914,-1.3591188953354437e-05,0.08938415635336086,-0.017973007790541555,0.022493032305876504,-0.02351517276635021,-0.03447536490553475
DLL1,0.059247926252663445,-0.06792464001241709,0.0007040614747292898,0.010554719325072735,0.011931382512302887,0.05092024965616861,-0.035617048548770604,0.0646221200539495,0.021895383030428216,-0.05888793816092591,0.008002620518809678,-0.022882743450018044,0.10790635597812298
TLN1,0.02167476637330775,-0.031546431950333444,0.0023655351696997276,0.01460337625195455,0.06492495937342863,0.02891125338748123,-0.003744011096015813,-0.01510330236895203,-0.03528300900118484,0.005417233759729454,0.03183207974303952,-0.0597102423110427,0.12444822837737607
COL2A1,0.02568378073873901,-0.010812355100395908,,,-0.01777908846513882,0.1375049002793036,,,-0.011104548031381598,,0.0010565362564996458,0.038656707260147805,
SHH,,,,-0.01799751238335728,-0.019405946702827585,-0.013742991339824788,-0.01786092651190597,,0.006436213979150166,-0.007194317455662965,0.013108492598118145,-0.052189104805344035,
PON2,0.047300064570569886,-0.009705048502705444,-0.04778922901729536,-0.012775978887007697,-0.00727539108552291,0.09766789575406269,0.01471643844845714,0.019673857274557158,0.08587202058383994,-0.03131309148538675,0.04312212354857297,0.1257946479549718,0.0931701707503724
ICAM5,,-0.030118931139622503,-0.02329935600415627,0.056865681119858,-0.07237048722198024,-0.034161574089417376,-0.003963809060886804,,0.032498657440708144,,0.009092098383572986,0.011786133726195493,0.040657953949738194
HPX,-0.023026105229638917,-0.030170711473762185,,-0.010969323921570049,0.11791750114977156,0.12794901106222764,-0.015555880154858984,0.0020999557075419184,-0.030405678212943793,-0.027077449741019947,0.04482230278480427,-0.003986935145251312,
SFRP2,,-0.0015971874984591601,,0.09503834495695879,0.020248337010226616,-0.013952276400906705,0.02056600474308585,,0.03410232686773401,-0.04348543217227115,0.024680329748206078,0.01868661802657663,0.08661611367100948
CFC1,,,,,-0.027730283014862238,,,,,,,-0.012674919707521175,
CD70,,0.04817617615452502,,0.05159609648207746,,,,-0.03192912386386883,-0.009473521227462037,,0.026140439339871466,-0.050424621197958513,
HP,-0.0402232918397726,0.021069641229008167,,-0.010251566577800318,,0.03705240417808934,-0.00767895791038844,0.023284214992260344,0.0037745669482528842,-0.025865688225616214,0.0005298856341262369,0.01984932142680049,
CXCL2,-0.013077130079388946,0.006475318859834174,-0.0016768939363042512,0.01537773590086195,0.034961282727462684,-0.025749190227798768,0.07275753177444613,-0.022899283928480254,0.0669951955016051,0.05738458627130401,0.0016205973112124105,-0.021566637224683542,-0.04908910989507542
NPPB,,-0.02707717558845814,,0.06179607020229296,,,,,0.009297960532663555,,-0.019661499886147453,,
CCK,-0.0054670064490937925,0.07396194594166927,-0.032531147077596766,0.03433329880427879,-0.038083077130850775,-0.051785223468233485,-0.02091634875376302,,0.009320424897559118,-0.009416061121203793,0.0740989998976805,0.0038959783193459113,0.10854774696220464
SEMA6A,0.0695212640732902,0.04266593600893888,0.03685187922018853,-0.04555308183795776,-0.007727318653778722,0.05148169781746248,0.003203065478854046,0.05118504882174121,0.04574428038245933,0.020398787802921477,-0.004151258163657169,0.043209089472236575,0.0665738395475728
IRAK4,0.00014044736905934624,-0.014052105490649393,-0.0018861995288237449,0.012290428053752894,-0.0007124027677209301,0.03231592190713509,0.03259181985348303,-0.09694446468811269,0.017913453612076285,-0.003422831921127506,0.04618196515036157,0.03647961143935883,-0.010093496189331665
