,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf
BMP1,-0.04544758793672697,-0.003126146331117007,-0.008640640921236205,0.012161782915387621
NDP,0.014690586367896444,-0.0037377307425128592,0.05293095545794098,0.05568670522705999
TNFSF18,,,,-0.001098236993304888
RTN4,-0.06013904149726057,-0.0034667536934268727,-0.007245467546488392,0.04624924713243989
HEBP1,0.04566120880407283,-0.027888051999973996,0.033958207002028874,0.0401730480828357
WNT7B,-0.036736140582563054,-0.03178788401209902,-0.020366673885378588,-0.0005031464854127558
PTMA,0.013997243495931627,0.020035649979647206,0.018365067828166104,0.04062802509398775
CEACAM1,-0.020585071463445074,-0.015399749879281405,-0.01351765766452986,
PDAP1,-0.01059641075224581,0.0546400135229452,-0.0161900903035886,0.062038824516711555
QDPR,0.03512977525413673,-0.0425319904971977,-0.031189802478203323,0.08267481416081576
POMC,-0.049426165773472294,-0.036076115745043616,-0.02211311218353496,
CCL18,-0.014067390359858394,-0.037605169439507556,0.035729710972750864,
CCL17,-0.014604111857848885,-0.022230505738322217,,
VEGFD,,-0.015399749879281405,,
TNFSF13,0.03777033919738377,0.047934855997048754,-0.015179423569579693,
WNT5A,-0.041889296134577335,0.0035113749352121593,-0.07470961136062627,-0.04225690693813685
CXCL8,-0.0234047900825528,0.0016927157225638805,0.003709601813654229,-0.11648892531164712
GRN,-0.003563259405065219,0.025101868343357474,0.03731654096797109,0.11464317054117963
MIA,0.01945742262885265,0.013742712156063618,0.047606492431484834,
COL4A4,-0.026997880120009914,-0.024657407444876104,-0.027242752328947763,
TAC1,,,-0.006816631377036296,-0.025741011871875174
RARRES2,0.005924024111885648,-0.043187211276166614,-0.023289321531564385,0.06646983847380639
FGF7,-0.0017955489128346676,0.009043932887733676,-0.03924504451535102,0.028593205281508792
EFNA2,,0.06912880911390326,,
HBEGF,-0.013304175289805332,-0.007484915020131887,-0.008412672103758678,-0.08911338528558874
CSF3,-0.008449652669092112,-0.04709784371366906,0.038907419842299014,-0.028893866351100212
PI3,-0.02718718979034536,-0.01517495879936848,0.012837441786035962,
PCSK1N,0.03135867585596279,0.004900967076834312,-0.05804142248653454,0.027597663305960304
NTS,-0.006046187688865111,0.07210276338067269,-0.006703070351848125,
SFRP1,-0.004042883564207422,0.018119435029558144,0.06328867939596051,0.06313500489578106
CXCL13,-0.03280382949519418,-0.02668545217138004,-0.03161184845612294,
MICA,-0.04408662420718137,-0.05833410317243743,-0.033453027385422274,-0.04806543404179525
TG,-0.019405213421857644,-0.02196170573103182,-0.01594955120152648,
ADA,-0.07613433201241569,-0.030479008586305232,-0.027868516724708976,-0.06415774142506102
LAMC3,0.030538717101497314,-0.024037590543507528,-0.0718205474471283,-0.03904955212990088
CCL7,-0.021888197418050516,,,
NGF,-0.008544453310596474,-0.014439693395955152,-0.03327020987398998,
TNFSF15,-0.021338534650010347,,-0.012034280134144542,
HMGB1,0.016308432418175176,0.04483698722057463,0.01073260827482671,0.05538809751377127
ITGB3BP,0.031053378676791744,0.025637120234548325,-0.006632569068539271,-0.014914199268253018
AANAT,-0.019202125217262035,-0.019696672802906698,,
RELN,,,0.09017495608286881,-0.05238518931530106
IL15,0.04494921028181904,0.014724860720715318,-0.029355313048465385,0.13617829581730495
UTS2,-0.01635201497973352,,,
BSG,-0.047057929233837274,0.0168710417539017,-0.04115002003108508,-0.021959980936558085
ADAMTS3,0.04813924166276725,0.005845375009868397,-0.028222093820032206,-0.03513466375758059
CD34,-0.0067673018440489235,0.014305051383741746,-0.04775295244223965,-0.0014317263405025527
PLAT,0.04633702230302148,-0.028383952368663593,0.028057619479093486,-0.014910530090218024
NTF3,0.015013187861239388,-0.021183110806902095,-0.026204610985706034,
CKLF,0.03239800615109735,0.009742860801163536,0.008018323389642023,-0.011110864710652982
CD24,-0.02022203508290455,0.04866910677458177,-0.048420830617516876,0.013627884145147718
HSP90AA1,-0.03473783673652734,0.020815328501701175,0.026861414055044785,-0.02333783590028312
BMP4,0.016905048346237222,-0.011366430595757175,-0.023312419476139823,
SCGB3A1,-0.033314761791294716,-0.028017891447947366,-0.02499140249341454,
IGFBP4,-0.024087510282934984,-0.058693173568478876,-0.01877437215850707,-0.06603595077363361
RSPO4,,,-0.016830646003687517,
LEFTY2,-0.018580600965305272,-0.016829266724818374,-0.022888566634103626,-0.04731721011139752
PF4,,-0.013415302945233356,,
ANGPTL2,0.0005472439367099315,-0.018674086021300666,0.03147719921796666,-0.0029235536950785145
LRIG2,-0.020367278378025867,0.04358909289398411,0.017830900882670427,0.11612582197388853
ICOSLG,-0.0068659553744679505,-0.0020702964360895084,-0.0185342728743541,-0.013448491251910631
WIF1,,,0.03202977860618597,-0.0310970966232502
NPPC,-0.03267513156672757,-0.025382652534365703,-0.031867947709265834,-0.053080165651517706
LYZ,-0.020782081389365235,-0.03507274750590938,-0.04649977800763857,0.1472887024790259
EREG,0.001784796733820066,-0.031955080487981125,-0.0028847108628088577,
SPTAN1,-0.00818060653555643,-0.007565767476208848,-0.018349104626412493,-0.014463309251326913
PTH2,,,-0.026766334139950953,
COL8A1,0.018183413084252205,-0.03914129839849318,-0.001082130997315281,0.12113928702205697
GSTM2,0.021749301412682564,0.0012369563833676354,-0.023606901784711205,0.18685677267523954
SPX,0.1559062846211318,0.0084324848555208,0.0025696198631262506,0.049887153493234186
MFGE8,0.017153978137262153,0.00341701213390775,-0.04418778162259327,-0.029103011966323873
TGFA,0.049911346086326636,0.018802853739449694,0.009083722565220657,0.07956898656133538
SLIT2,0.008169435643399937,0.02043838157785692,-0.021245285103276914,0.06945707504820192
PLTP,-0.06261986500967773,-0.01567684539813118,-0.00884825680048661,0.04639153678462832
APOD,0.002445329798021779,0.008044171869804984,0.0005089819048334017,0.0020433786428010786
B2M,-0.036371561994961284,0.011512993088794214,0.017230658986119633,0.1878474471066982
OMG,0.0413937397388262,0.008058512548530046,-0.015026767371425753,0.06887757825388077
CXCL3,3.851617892443926e-05,-0.04047637876352439,0.027264127955281655,-0.04262034924558445
CXCL10,0.058213878090615595,-0.017993810298774362,-0.006089142724629594,
RSPO3,0.017020432908294,-0.0250733223750548,-0.034926910106432514,-0.05342533984974415
CORT,-0.02495833748906663,-0.014038432684604724,-0.027991621575878072,-0.05907607917924705
NCAN,0.021095751280156443,0.02640325853983403,-0.001481693801926718,0.08094594278804473
PRG4,-0.02397363325267479,0.020710670807617806,0.01302713742796574,
TGM2,0.0653607112944226,-0.06072430771402074,-0.013358011183223717,-0.014907024361814113
VEGFC,0.005130323521317154,-0.012630357986310403,-0.001006357116990049,
WNT6,-0.03267513597518887,-0.02609105460941306,-0.022337013991709707,
NRG4,,,0.04558916487066173,
PMCH,-0.022247845990442765,-0.01969667210442299,-0.012796412833528368,
COL9A1,-0.05626053812560438,-0.012684328037749111,0.013209397491835816,
GDF11,-0.011865510317927723,-0.05548637022740379,0.028149524843951845,0.02262506641843519
IL24,-0.016587457865679837,-0.01320140276036241,,
SORBS1,0.07221950943895968,0.06757683148601622,0.038086434933984954,0.010691721538256966
DLL1,0.06012125055433149,-0.018837910357579504,0.012338177864334738,-0.015125802535036053
TLN1,-0.0077536829972355914,-0.08107167360160254,0.009944365868267342,0.038581952429597444
COL2A1,-0.0226160831672554,-0.020950831534894965,-0.02695770517852749,
SHH,-0.0411400186679539,0.016897269397645256,-0.0024069473920178357,
PON2,-0.025227486908285288,-0.04643509276881748,0.07240809959255946,0.023347434608239483
ICAM5,0.025326585881554214,0.0017951848005781988,-0.03931284309754269,0.0024227200007655133
HPX,-0.03152810764092651,-0.007790081552240438,-0.035421053819483024,
SFRP2,-0.07402127824630822,0.028971668373757694,-0.053194863596867925,0.0444875154566531
CD70,-0.030670828181746303,-0.04743024659148081,-0.007280194926919417,
HP,-0.0803788858095604,0.05368303340608084,0.022547525255703995,
CXCL2,-0.06785177948837487,-0.024591223875364908,-0.03662264271048741,0.03853948291444744
NPPB,-0.024056313454457842,-0.01414611815458102,-0.019125561548563298,
CCK,0.016045283222315892,-0.011704245313688999,0.0192368120233266,-0.01481498253676997
SEMA6A,0.08182529411406075,-0.022657622544267047,0.01797695430689189,0.045975157826588404
IRAK4,0.027668210786071484,-0.01723048033366703,-0.041716149816446,-0.03300640534137454
GSTP1,0.06611959470050886,0.028167783434599605,0.026460529298358904,0.004669628837545565
VCAM1,-0.021222833774906993,-0.017117790528344227,-0.04066277133014241,0.01516627873186225
NXPH3,-0.019980345582325025,0.037839531911105916,-0.03146973317500255,-0.017849511595097643
MTMR4,0.03024673811421597,-0.030048500376152157,-0.06232745743264427,0.10059862170347258
LAMC2,-0.02039276629608206,-0.017337146066889055,-0.012420914611446841,
IL10,-0.03881518740939842,-0.04046258524139869,-0.03093061845991235,
SEMA4D,0.0006970707629679487,-0.024459226123553182,0.05795603267978467,0.09048009818570049
TRH,-0.015901448891077148,-0.0016162454929188625,-0.05259289224273223,-0.03214817195107443
SEMA6D,-0.024213813291688896,0.06789110875590232,0.06918747113419021,-0.015673151623632614
CEL,0.010674672402642135,-0.021553040555284845,0.07735524389666627,
PDCD1LG2,-0.052942349582864236,-0.04847541126808845,0.0052747983495236945,
SPINT1,-0.005478527297482266,-0.05011965663200542,-0.06498279814713002,
CTHRC1,0.005952118735458389,-0.012864827956053437,0.0047500618610727685,
PODXL,0.008388293205932585,-0.018256900014116513,-0.017184996732113635,0.02650612374384204
JAM3,-0.05033070216850927,-0.02913464223991754,-0.02303429444915942,0.025420266617362363
TGFB2,-0.034381495270556034,0.0008761188867088067,-0.07043095351862626,0.1632833786378084
COL18A1,0.018028630106771096,-0.054199133385873996,0.012667650050339188,-0.057780384996201285
NODAL,-0.02479659465615117,-0.016306842166177477,-0.014204247444002874,
INHBB,-0.014189149808723775,0.05472266407573621,0.008365646994172778,0.03424835222634918
LCN1,-0.026375186475322093,0.09196303166495197,,
ARF4,0.012434810205443106,-0.008009860443326241,-0.03093880414722865,0.028466559809422132
CXCL14,-0.04469226325274132,-0.007906149487771923,-0.005990222884929454,0.05191315982338075
LIF,-0.035789668002267204,-0.05845335430494241,-0.04875046631993063,-0.0344840014379473
IL17B,-0.02295199220729276,-0.024657408900843104,-0.017671403707761723,
MMP1,0.016129877731395077,0.09088753063416793,-0.012796411820130773,
MATN1,-0.03318760317814216,0.05343796037529287,-0.01821227863533342,
ADAM28,-0.00754336005688628,0.014932420302660489,0.01476861569285174,0.04175910520344481
TCN2,0.007750817543592799,0.006282164091463665,-0.06288103542725514,0.08154100179742572
THPO,,,-0.015798308163063705,
CUBN,0.05593677360776114,-0.032033112115067326,-0.03220715561320323,0.0610835905405686
TIMP3,-0.028684639669488737,-0.06184551713022865,0.06372027815798857,-0.016971132387257587
PIGF,0.057814495593016255,0.011974874962452456,0.015024518883782846,0.035441252145257146
CRH,-0.02331974375573429,0.024725586574044132,-0.01497708613640599,0.07091248150442434
BDNF,0.013786227479993907,0.0003212578297957302,-0.07661037778523459,-0.03465237369988372
CCL5,-0.042860719771899605,-0.04295496190720471,0.04305764783117733,-0.024867543215976885
GAD1,-0.04931890527103744,-0.0426392345430491,-0.0025730893721241047,0.04972248720549047
COL14A1,0.010538040001820915,-0.015801771093366727,0.03644612515550455,
HLA-A,-0.07102236045701796,-0.0007338539232495911,-0.0031060729633345047,0.09306266260372313
FGF18,-0.027134752534951734,-0.02403906550608363,-0.022113110189695872,
ADM,-0.03110824876373842,0.0037344225839620222,0.025950733514891047,0.03079124847104511
GNAI2,0.043554696622661135,-0.04154632143753104,0.0709867650567522,0.021856663675757716
COL11A1,0.034131286071280666,-0.05574239922263101,-0.04750935153099155,
NUCB2,0.02284336822980125,0.03744259066092985,-0.021622644462408216,0.16559650661869868
CXCL1,-0.004295404865491154,-0.0322920085578496,-0.025523609953172047,0.01158272977454122
VCAN,0.08529255327337497,0.02484489317909729,0.03443727205069616,0.00016285929674685244
MMP7,-0.005203942765907754,-0.012154510823178772,-0.011051305214847438,
PTPN6,-0.020189238750411214,-0.03493593343421246,-0.058817892770801516,0.015011595497370142
PTGS2,0.06190280807607602,-0.016812895499961445,-0.05536643818816844,0.011349537469990505
CD58,-0.004347303895722847,-0.03531853239599234,0.02265477942524745,0.052156317902936115
TNFSF14,-0.021706374817401338,-0.02620757050681684,-0.018477347097953862,0.040037400789068756
CNTN4,0.0182278439631468,0.05912358787335241,-0.001824577374367304,0.021829021641535634
INSL3,-0.024140195983361003,-0.015212286307191647,0.06401701863705747,
MFNG,0.0072609154101140804,-0.05611224411130421,0.04774461009479857,0.08294389178070603
ICAM1,-0.05461574712581927,0.023177003346666652,-0.03991966749335785,-0.1414350702216022
PROS1,0.04238559815150497,-0.014708070302700958,-0.029798143901335283,0.032013770922904944
CLCF1,-0.04335633701470021,-0.06947826117770382,-0.020990122389864384,0.09441211642254584
PSAP,-0.05223111369968951,-0.03171072187770362,0.02046177589634489,0.05106294567176244
EFEMP1,-0.028396045887162633,-0.055900465473431644,-0.017262348133614276,0.08634575118932798
C1QTNF1,-0.07334196751527615,0.053755256323046924,0.023380996718490272,0.11765132330716008
ALB,0.01451729334041448,-0.021374691162610406,-0.03093061765307561,0.00995381120709369
CCL13,-0.01611331478097794,,-0.020726182288467714,
EFNA3,-0.03234536631259706,0.04724130743604602,-0.04774200327966771,-0.0575281371503693
DRAXIN,0.03586296440775541,-0.02745169051537343,-0.005076983324433227,-0.09276186537044329
RAET1L,,-0.01539973978693018,0.048335285193228446,
NPTX2,0.06928814188295056,0.005763743146920937,-0.03257719940705439,-0.09620802590720635
FGF11,-0.04951460458482251,0.03341040635383059,-0.028350765135110735,-0.008305927127696875
CD59,-0.04133740812384265,-0.054648697127727686,0.07130536994197736,-0.04182455925235893
COL9A2,0.01795459748406914,-0.008429207121416484,0.06242325438114306,0.09512035379392463
DLL3,0.04727766034847684,-0.03584869123863454,0.019542450094742626,0.07586997671805865
LIN7C,0.07809434956968953,-0.08918550629938973,-0.02348336230108101,-0.011370535762485343
GDF7,,-0.013201406942834105,-0.015021003226184241,
PSPN,0.0064088914220635056,-0.04622810658678546,0.01250999137973921,-0.05308024721936289
ANGPT1,0.05846592560520475,0.01047658120247508,-0.018664816086989316,0.027453971109879252
PNOC,,-0.01403843421194342,-0.01780801283064387,-0.03465239243612893
L1CAM,-0.07817496032295033,0.006072260157698023,-0.021203662682336682,-0.052362338441127025
APOA1,0.04863561291643935,-0.008997546011139132,-0.04170163659638305,
PSEN1,0.001591035668270099,0.06288388213426213,0.05690664799947093,0.0012636842323946057
CALM2,0.022713519175519885,0.11955963577548467,-0.030664480621316197,0.1392290395317365
CLEC2B,-0.014375250694464591,0.02817901156871302,-0.014703584691305071,-0.026265818923584743
NTNG1,0.0054412967975651155,-0.06576230723939076,0.06257688962099955,0.062139826974368886
LRIG1,-0.0052545804713004605,-0.008405289158878358,0.0215544657981022,-0.0011268159742400677
CPAMD8,,-0.01483071454780684,,-0.03836416027101903
GHRL,,,-0.0162481313362673,
NPY,-0.09023556222925412,-0.041119106698961023,-0.026052889195325807,0.029832707928602622
MMP2,-0.029087572232904924,-0.017434917326342513,-0.021537798290977274,0.01514200361503906
PPY,0.00884595128061805,-0.04402178010591691,-0.03294333250461535,
ALKAL2,-0.020852819417147755,-0.02083540451024784,0.02769509686502243,
CSF1,-0.010742435272780375,-0.02735344831139658,0.04362297293662795,-0.0378447512918056
SEMA4C,-0.0140804610897173,-0.06388048071186933,-0.0451080067023813,-0.014111286088682236
ICAM2,0.0012148708260234806,-0.013495265671853916,-0.038276161079414096,-0.009740512513413352
SYTL3,-0.02499160706986283,-0.013216305561048034,-0.03838238797739185,-0.04806540391727862
IL1A,0.04517581020662953,-0.03478267811289986,-0.023959269704389816,-0.054451255284455574
HLA-G,-0.035542924348323415,-0.03733841241350963,0.030376690945738413,
PGF,0.022003311901022067,-0.0024968944264760896,0.023833831455891387,0.19819714176556863
LGALS8,0.0034858887657256165,0.03509565736016012,-0.06283906855613308,-0.0007354305120454807
DKK3,-0.029500592044333716,-0.015774762303320713,0.02505205837449714,0.08662407092435112
COL16A1,-0.008645617534756152,0.007030142630232792,0.019797209661371145,-0.002287014124708142
TPH1,0.034602044979065265,-0.04020820955317579,-0.042542144299813844,
TNC,-0.022637525387931373,-0.01903086536493936,-8.00167540164168e-05,-0.011180682357140728
TNFSF9,-0.03960236193463127,-0.02105923999756977,-0.023214152899892093,0.10658491901967536
C4A,0.005789112384993232,,0.08538269753606748,0.11131423746887013
CNTN2,0.06705035471930598,0.018470616738346077,-0.03811515518612869,-0.012884176982030532
F7,0.035087211809598486,,0.08357573900241855,
LUM,-0.023649067233782,-0.02321453914530463,-0.027678852139253893,0.1783231550884961
BTC,0.09250175262635639,-0.02249651869151081,-0.01453611614658756,
APOC1,0.0028287750469449618,-0.0019378185693291227,-0.03756813511980078,0.11471137164386651
PKM,0.027311407149390766,-0.0016177217484700964,-0.0016136615284429523,0.08884752344143831
TNF,0.09479584004682008,-0.015399743987212673,,
GNAS,0.007601272604967106,0.02213410139411369,-0.008679263947286922,0.004101162226690325
BMP8B,-0.03447515789357591,-0.04809644911001105,0.08230491222381908,-0.015193954109043763
LIPH,-0.016113320707063145,-0.017169389686186524,-0.023854019808652465,
PTPN11,-0.027894639506481095,0.043336238043856556,0.04023802625106231,0.17226986030375746
ADAM12,0.02746261987902052,0.01917467635342091,-0.007334615955253146,0.06513328347993938
EPO,-0.01749947780159581,-0.017831720073367387,-0.014371076930025106,
EDN3,0.004112011590582733,-0.01865009630796676,-0.024072426313809847,
CCL22,-0.0198056397916442,-0.016306834975642365,-0.012609994394499852,-0.041381384002945935
CCL2,-0.012734957927568529,-0.044221745712492676,-0.04289874287770606,-0.1188991303570919
DSCAM,-0.02079775796057747,0.09403746195759627,-0.018858145689173142,0.095882298887014
ANG,-0.06709844368619464,0.027747265336471424,-0.018748784351740207,-0.03844203967999402
FBLN2,-0.040417696862336414,-0.03969498018400572,-0.011463228073244538,-0.05238515972970155
VTN,-0.02000310067496582,-0.012538906079790186,-0.01860860496034586,
VEGFA,-0.04599310515341727,0.015157588204473976,-0.004483904064080442,-0.06912372051877462
F10,,0.016355927945131316,-0.024889778704984773,-0.03266237867394396
SERPINA1,-0.03310350275903269,-0.0053173586273796486,-0.03200331778647929,0.03744323950510033
VWF,0.020891965798417962,-0.03062157859648588,-0.04162490760244507,-0.04365290780014894
GDNF,-0.032475820511009126,0.07413567898089272,-0.020123869275345877,
VASP,-0.009071130567124289,-0.05263392029424818,0.02298058316870742,0.023863009461333226
ADAM15,0.01958362359624062,-0.06472612664189888,-0.032204821268101175,0.0844908291572398
WNT2,-0.021706364980322964,-0.0183140697279534,-0.017255690671473416,
CALCB,0.0040797958969613895,0.055849892361681475,0.044935301466271914,
OLFM2,0.04095179269516914,0.04935874744939395,-0.03876315953567504,-0.04154962631381087
MFAP2,0.014043986814707319,0.004617529081176941,-0.019255753178515245,
HLA-C,-0.11571797474573094,0.03295612433545531,0.0027702391882823045,0.09324003374548073
THBS1,0.006250246514317524,-0.012105037981717453,-0.0474142605361202,-0.08303488142535839
HSPA4,0.0853558383518397,0.047079493279355,-0.09284557750578934,0.015345294261109609
LMAN1,0.015820306344407738,0.02325472632856059,-0.03637308915395125,0.12199373911707267
LYPD3,-0.03649982261795795,-0.020485305362314604,0.04450213111457015,
APOE,-0.016666403629005185,-0.034655853705027856,0.0008781034063115098,0.06062504005989762
SOSTDC1,-0.024137137890659962,0.059390143860950234,0.05278040864094485,
ANXA1,-0.04952437164162485,-0.09280304801514522,0.017691456114251866,0.07223604918846249
WNT2B,-0.0059534362938102525,-0.04130346918410635,0.0028471787645541233,-0.032148169093763626
AMH,-0.011207287860823372,-0.03638683415368678,0.05558961128594993,
GDF10,0.03637296843181848,-0.02746255591133584,-0.005136645652861579,-0.011483623876698157
EFNB3,-0.0056702344779974954,0.04802006978474177,-0.05528616295191085,0.1046140060944838
LTB,0.04888119713223822,-0.04685616979495004,0.02389900299112327,
ANGPT2,-0.06407176383359031,-0.025905324620915878,-0.0037531896753121457,-0.02411016202357567
NRTN,,,-0.012796412833528368,
ADAM17,0.0148080544978018,-0.010089506017092688,0.02751109251162593,0.039446043064995794
LRPAP1,0.023540608501281007,-0.06032500443525893,-0.026625257984165523,0.004577008582774098
NID1,-0.004188663205807332,0.012657466754809369,-0.01887878989948056,-0.07219216326691456
MST1,-0.006749951470377602,-0.06514574490869851,0.020985902306327874,0.02334223231529055
DCN,0.0022113721865110315,0.02099556262092405,-0.028569322819814107,-0.10219087781576731
IGFL2,,-0.017668265738024286,,
COL7A1,-0.011625649088521756,-0.004490330569926541,-0.05665338369802337,0.20512708657026088
CALR,-0.03083780933707727,-0.0458006372022337,0.009583131999353718,0.04145247570758617
PIGA,-0.07325131080298818,-0.0326992803051288,-0.05078742124232268,-0.004272572808280743
CD200,-0.00784068021010363,0.04490853782926673,-0.008247310945426743,0.028529985037342866
GRP,,-0.016656814470531717,-0.0140355733000328,
CDH1,0.03489944217949416,-0.046544464817961165,-0.0017384119491427386,0.004380331046150188
LPL,0.01881031671191434,0.00522049319300794,0.04650080855288387,-0.0447449794883297
SEMA5A,0.024187952923584128,-0.042274348761180205,0.068818128896218,0.1375153313493374
SEMA7A,-0.045591983293074775,-0.03810641732801277,0.026364216352431077,0.1063517814437943
SEMA4G,-0.09476327550312953,0.060917748407112685,-0.034423482028789865,-0.028672191349338683
SEMA3B,0.0023897542255178292,-0.013562239274213928,0.0019422798229002177,0.07285485717278066
RPH3A,-0.038262455745928625,0.015026591003604917,0.032152770158602864,-0.035573872721377325
JAG2,-0.035266147153926015,-0.032833939264190315,-0.04479974207185138,-0.03188549602759248
CGN,0.04534419889533537,0.048479118507066606,-0.03318338090382131,0.0497639135337708
GDF15,-0.02811250453207646,-0.04871797194536014,-0.039725981287827,-0.005973399811310147
SEMA4F,0.004023497860558193,0.012556349479670445,0.050339845894953425,0.13943251316157623
NXPH1,0.04279571942869339,-0.02229961035401673,-0.006535309958998141,0.11710598270889382
ARF1,0.010871234966200252,-0.04388714844524008,-0.04531673626534098,-0.019892543661466706
EBI3,-0.003559034737907911,-0.016387357897846882,0.061562535993183475,0.1448090768693108
TIMP1,-0.05120667387058448,-0.038806306212725954,-0.008720252189559831,-0.04733386878011014
SEMA3C,0.026942237005033204,0.01448541305675043,-0.042359610934027576,0.04073509354904076
GAS6,-0.0594008417578711,0.004110670895326013,-0.003850983539430543,0.09421705198048416
MEPE,-0.030284829168301775,-0.025382649617181566,-0.0035380022567084307,
SERPINE1,-0.08189499788186815,-0.0551721332451285,-0.027700350471974198,-0.08942203080362386
RSPO2,-0.02447033107245618,-0.005738801085703818,0.06940512130698835,0.07276344875302153
SHBG,-0.026221011449420534,0.08703450968932835,-0.0022782308222738736,
LGALS3BP,-0.026347114399792957,-0.020551727934415318,0.021490057070929304,0.096039956206175
LAMB1,-0.001991890944970254,0.001634052095276695,0.0031812701706405012,0.1592981387624146
SPTBN2,-0.027352840602794144,0.08420166402579463,-0.0070319080088336264,0.00038484830345730526
COL1A2,0.022831148168732194,-0.027417136155298956,0.001829423544082325,0.054691132559032046
WNT11,-0.023815812563647516,0.047344993836474905,-0.017243723979547012,
LGALS1,-0.05808060437100026,0.016969155390133255,0.013844612821901822,0.06006037085057546
BCAN,0.0556123645310964,0.011426294708600623,0.04144462149793211,0.005892943492280535
ANOS1,0.03365476532766452,-0.01749461505738298,-0.005352225002046998,0.02218601130334726
EDA,0.013615692089209869,0.0477788419059936,0.026983180736742645,0.0796229352130927
FGF22,-0.02668122798664365,-0.016829269196074498,-0.021544626956370768,-0.03266236458514663
SHANK1,-0.03136520596816887,-0.0013016791927004062,-0.020295000017302642,
NPVF,-0.019805641119199725,0.09313944308992626,,
TGFB1,0.009514149604266747,-0.042846375804873355,-0.021917518224893656,0.06272960454080499
MSTN,0.01682844754098314,0.040260105573133816,-0.02177354983113556,
