,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.019707891479319777,,,,,,,,,,,,,0.025778581742076076,,
BMP1,0.11474423502309337,0.021937662579342567,-0.0788225154748686,0.07458439412338708,-0.08522693312345787,-0.054939122703582303,-0.04292865572313143,0.11257902587648241,0.08944369642502584,0.010667708512393959,-0.015298641026764152,-0.07012608673470676,-0.04342386663773266,0.0095865649451583,0.037396468172214044,-0.04441449669709619,0.051176972513954366,0.05812155365505963,-0.0364116843470841,-0.04589935344148218,-0.08428754962060221,0.04816836819018385,0.08507463008580914,-0.02929392876174945
NDP,0.014592876313610868,0.037543620643459646,0.028174458837127592,0.042051391360596393,0.021851211181765536,-0.10666097388752986,0.009507093264314447,0.03177151176751185,0.015058929621515076,-0.04433222762306586,0.003720332506120126,-0.09760683543008428,-0.10260057301732611,0.003859693352633563,0.08042546999641129,-0.019109399628684194,0.14041325634657584,0.03379095351531905,0.03497572235709408,0.07882004931079899,-0.03856906093662737,0.1155358013133751,0.027240579118878085,-0.0243618024077841
TNFSF18,-0.03926160259687246,-0.04405072678208884,-0.02721496688740118,0.05430309236508718,,,,0.0676401564382337,0.12378309188689189,-0.024518466551846592,,,,,0.09906224804177796,,-0.05644088284655222,,,,,0.03047194608873251,0.028145634148868927,
IL36G,,,,,,,,,,,,,,-0.03641618409383695,,,,,,,,,,
RTN4,-0.13121582172620924,-0.1251651187981406,-0.06252579464987246,-0.008773943063111835,-0.03896419681085462,-0.022718408834781854,0.06435353439574733,-0.17253906016755505,-0.16336644958879284,-0.09295693992669068,-0.012596352305587283,0.2860334069696872,0.12134872828151236,0.025558860452743786,-0.053727768080249524,0.05724244416220735,0.03307694347236265,-0.17680747192505294,0.030700624723016552,-0.0039298651938142,0.13086762124830914,-0.018968115827997543,-0.17293729448426523,0.05520115967300349
HEBP1,-0.022984787473912766,0.009531784097186944,0.003873459525608071,-0.035992740091200126,-0.01470149385229062,0.012103757218727187,0.01050948793537546,0.11782204433636612,0.05661902903344521,0.0007503168893272652,-0.008075725912322496,-0.061969593990871305,0.009614599491156053,0.025465625308520947,0.014798097761001317,0.041366637398766046,0.007207596476896577,0.007285227776150268,0.08553176419950136,0.034700302281623505,-0.0005534381174120233,0.1209473031102855,0.01573771763310858,-0.027858786350169345
WNT7B,-0.03780764844319225,-0.0851983188223158,0.03694765936810259,0.017735635089187678,0.00811845465591336,0.05355272387647463,-0.03134001175735197,0.012186258487360492,0.02726187124345806,0.08134235968140181,-0.021700879954619275,,0.00847675312996103,-0.040025582971145696,-0.022129290824429368,0.05414217913217228,,0.048193381481910616,0.016180185261080827,0.010337698260918701,0.022413839325166142,0.11053768398393585,0.09341882826462393,0.2955664976906094
PTMA,-0.08197787103911251,-0.08750136741755543,-0.10061310010909236,0.09032745533184625,-0.1406983823622063,0.08650478436408023,-0.08235776033096702,0.20696588341236677,-0.033229370619997596,-0.03138382713392447,-0.05218635202530514,-0.35463799620890346,-0.08591409378439162,-0.01024733773781828,0.0019541553957636093,-0.11647953708894111,-0.04427041175860174,-0.20520055031035622,-0.08733391607076364,0.06126729814286715,0.032947141505590576,-0.12676878411789538,0.004560609400307565,-0.18243557553844278
FASLG,-0.009582249403081763,,,,,,,,,,,,,,,,,,,,,-0.0037532206217005025,,
CEACAM1,-0.006087672524566758,,0.04028016594741741,-0.03490547570582576,,-0.013628894026135761,0.05004603482531479,,0.04620880196859148,-0.028549766788494496,,,,,,0.03897217917032026,-0.03195724944662196,0.038475783399674175,-0.02883066282116715,0.06938656095301662,-0.05542963552470016,0.02436452551081987,,
PDAP1,0.15336825187034184,0.059740271958597164,0.01864925445867995,0.032021188665817955,0.09473169435350709,0.009259424101592214,0.051621553508451386,0.13756454031668444,0.08703934613645882,-0.06572228953112262,0.051982735587664364,0.02989570207111912,-0.08070679697007599,-0.026105340198789965,0.01944476809116917,-0.08363131856818819,-0.08569624000256636,0.03813463359423837,0.010691186410652151,0.03210064476597171,0.0609126607510002,0.12220352218661634,0.03111340882336903,0.04248471211632325
QDPR,-0.1735402754279757,-0.0266530734958553,0.012326387843036215,0.024545024752557484,-0.03391232821287693,-0.00321151301250124,-0.0920070116494502,-0.021380358276724368,-0.17080496623749586,-0.07037960762665892,0.0023582632533486556,-0.3073109835130582,-0.053694597147146646,-0.01384109640965269,0.05773916400582071,0.027757541038830335,0.039406021178031984,-0.1599433717043246,0.03165653716785546,0.0059175473373861524,-0.02516620449182,0.04116813589407765,-0.08080954308263105,-0.06957466033679077
POMC,-0.016423545162447723,-0.03913754886527842,0.005594295893359774,-0.04032708207602426,,0.01133174207495416,0.0027190836728976536,-0.003992873477787383,-0.014600278392108456,0.009239949451336117,-0.02787001033538415,-0.006619570476165703,-0.011872182176285152,-0.020914182592489262,0.08303301476294883,0.05689459333348803,-0.010992791888631333,-0.018594373064948676,0.07507648121657057,0.010640440835574081,0.0027517168172185133,0.08668828318536015,0.04786209250123093,0.0787508367379043
CCL18,,-0.015272583277966986,0.05216365835475232,,,,,,,,,-0.08599612559912768,-0.08584096151655839,,,-0.07071877432946565,,-0.0528134252719081,0.10540470175831539,0.059866608706897376,-0.04383726783679404,,,
CCL17,,,,,,-0.006478233234245186,,,,-0.039285991106354175,-0.026859606020454004,,,-0.03326721802483595,,,,,-0.023694112478920608,0.02642070699571911,,0.07899949900828074,,
VEGFD,,0.007768186102368173,0.07654332394370147,0.024335604758922786,,-0.00013099067883808217,-0.025053380322846576,,0.0009205645489765118,0.028338501084083173,-0.01970184584064854,0.15981581001913545,-0.031347058992019186,0.001627838937594312,,-0.13809886040062716,0.008436009402592237,,,0.12314196362468753,,,,
TNFSF13,,,0.04765492472922201,,,0.02826074714178055,,-0.006267778003151675,,,,,,,,,,,0.054513317871666286,0.016558225608748492,0.08663204174614146,0.01918597711865314,-0.014068433602280264,
WNT5A,0.1009988233006986,-0.023403363623938352,0.013421356762832652,-0.07091473543042304,-0.17179094106609932,-0.013489143056052895,-0.06084847490062807,0.17991767335798534,0.11405939275987419,-0.0027014626281627267,0.05536874013982061,0.03984109657276336,-0.04830024898768292,0.048046668575524636,-0.007874164112633485,-0.009382377610175033,0.04243193477258403,0.10272933595614228,0.014591094963113213,0.026564295485938538,0.06151599469959848,0.02314984644524436,0.021495167483208816,-0.03979927282578616
CXCL8,,-0.016474498471934614,0.05214911291271811,-0.0016932229745022934,0.15860951615870897,0.22015350369602626,0.1372001415390868,0.07846246943436198,0.04207036598892427,0.09678761139822868,0.044006787094740846,-0.07529452277255494,-0.07459850447695662,0.06961482095731965,,0.20240388010018248,0.015900820990861955,0.02512950316446286,0.0003803488761567723,-0.010630997244429416,-0.052370395946422024,0.03608190203739047,0.09482934246861806,-0.10076586733552031
GRN,-0.12146094442772716,-0.11140241563786388,-0.08455095380571544,0.0011444898536528464,-0.08650996782927207,-0.08876254346937093,0.0026505708569458156,0.07573328526029019,0.06666834526971983,-0.09717708825012476,0.004582764291281698,-0.17658350071006382,-0.10423652332460673,0.034147788684540596,0.09785062900457527,-0.01927618423620901,-0.0669779949633437,-0.06042988947021188,0.03577846869270465,0.047195148840087846,-0.09516298995176853,-0.09028168597696067,-0.07151436397058919,-0.03637359127633569
MIA,0.06874682207932165,-0.01126054431887859,0.05098492253901657,-0.01954959750482138,0.046985820804417606,0.10375296739426404,0.027372504994587946,0.08223477081725204,0.06419020184527958,0.032061071226698094,-0.02240670047363772,,0.08763530452555501,-0.013750601751282069,0.0433980644732255,0.08428057151591899,0.07914690800203844,0.0535391007113101,0.1337721394601577,0.13413333083785223,0.012976554050992423,0.14397406377394928,0.11845504379911584,
COL4A4,-0.04957254553576089,0.026688600614812832,-0.05507139474875333,0.010165767438082812,-0.019796466077131886,-0.0018171955267331573,-0.02013408151113761,0.06235419548178124,0.01736713621246656,0.044893959640351734,-0.01420472003311919,,,0.010921545989018566,,,0.031097117544312415,0.030330273057658053,0.05914637546365775,0.012886444314444433,0.02118307701869018,-0.025326103964608476,0.017169293921145672,
TAC1,0.03597257661467729,-0.031170665201109577,0.048989290204817994,0.05041760801350645,-0.07726022055738167,0.028112841647949305,-0.026062599767745366,-0.10961461409199066,-0.05097302198729831,-0.08412451823027373,0.0135457809954773,0.20252194960108771,,0.023690194012986523,,,,,,,-0.05370524741542885,0.02881954943389112,-0.059765340854340834,0.2616037236553703
RARRES2,0.190024286169981,-0.004655770606809356,0.08578091321816286,0.047902151763484134,0.09947976245436232,0.05004940259318673,0.08303907520345744,0.07381612171507945,0.12105375898505331,-0.06861244911700523,0.023036822465299082,-0.07831798148864148,0.009317088227707724,0.09055153578501622,0.04842140880190286,0.0857073973092681,0.14566588717054155,0.11080722423659156,0.08188420608722385,0.06998073142958255,0.011741260301782706,0.13329340737864867,0.12487784109368226,0.06043034394035163
FGF7,-0.019687348744401905,0.10176835161260736,,-0.014569692345443214,0.04189655542357282,0.0013818329498441054,-0.024045911265258017,0.09638245561715646,0.04017673478289089,0.021867983526898296,0.017088152524689034,0.021516385874730964,-0.061798282292186035,0.009908659082907872,-0.0017378600327042548,0.10480831629049668,0.029195638477405996,0.09290415336748059,0.0716737309085908,0.04786247977888366,0.0204400237942275,0.11651844551433725,0.11762806335120608,-0.03361001678694368
EFNA2,,,,,,,,,,,,,,,,,,,,-0.08487757237037818,,,,
HBEGF,-0.050881203735573734,0.03310647421483643,-0.03018070975739818,0.019296455596992206,0.14421201403714703,0.0912778815732394,0.0549221820036487,0.10487008870072072,0.08773468350256586,0.13492157674108246,-0.01886991270761534,-0.1611712618758269,-0.04590321086416109,0.034350442496654275,0.05315895044439551,0.08975550579467956,-0.10762111706132194,0.06173262819111871,0.050960120009310925,0.08753480734365897,-0.042238644333487015,0.01539699051144185,0.12450956188188078,0.010784448665880736
CSF3,,0.10914287507525645,,,0.1043527781775091,0.10308835684093247,0.08038941826385664,,-0.03661096137868243,,,,-0.007217989220692757,,,,,,0.006342995591170955,-0.005415568380469687,-0.006319878223693908,0.01314632567142339,0.06698244787338174,
PI3,,0.008679079327727787,-0.008001540924430582,,0.09647982114861467,0.07472887547702396,0.06309154921389411,,-0.003180281578844891,,,,,,,0.04138887110943756,,,0.01732301574443622,-0.056800473646806696,0.058850332485246515,-0.03270800866490293,0.0840822351169375,
PCSK1N,0.16236970895388106,-0.0020548380273674193,0.009579034796934496,-0.019056436279853445,-0.16884169859641507,-0.1382228668911472,-0.007088694610645186,-0.04986015109685003,0.016557623123126454,0.009229408531137785,0.036743798599898986,0.3022177678964076,-0.003052065244553379,0.009014037656545524,0.039968578217950135,0.014822423091337944,0.08593049773189129,0.12910881675261682,0.01545826381488763,-0.007074772615182382,0.19278163436118723,0.11369154526489508,-0.12404340873026747,0.19513260977323152
NTS,,,,,,,-0.047611194491122215,0.02525048108694964,-0.012233815741906844,0.005043087435748452,-0.045772532836662036,-0.04779348230479464,,,,,,,0.009848006272867863,-0.010562349680186748,0.01759319082485178,0.05672280986969138,,
SFRP1,-0.08324894051146073,0.009179275200513084,0.07012437373464626,0.02379613725376485,,-0.042882396981551496,0.020254299480371486,0.1565218688918484,0.11494671446392522,0.00578772498956178,-0.0268596062909523,-0.1047388484891165,-0.012630350345356728,0.1081829109011017,0.02680323455329822,-0.014585902624539219,-0.0791756293114138,0.014977471067269951,0.08045406515700206,0.018318001281769344,0.031596122718612896,0.045837994140963775,-0.0005321098119664801,-0.03820254075067253
CXCL13,,,,0.015712544579914972,-0.03420486227765014,,0.024518770893781853,,,,,,-0.04908395423112291,,,,,,0.0033817092802629722,-0.010685352891419897,-0.03763950789064059,,0.16205057584575958,
MICA,0.08239712487173394,0.0222228315831717,-0.025299362201367775,0.012016723932731201,-0.0001984994234847464,0.05786401178211915,0.043556835279091495,0.05658288335742569,0.03635778337955556,-0.00566684846268349,0.015291765975344476,-0.029281088473630736,-0.030139427864616097,-0.013404259980137957,-0.0023386313777072685,0.027689309401149338,0.03838978993113208,0.08151042238541142,0.03806914172252589,0.031144400795323164,0.02465981340406264,0.06902019231166853,0.06879562219084583,0.2121726001713066
TG,-0.051545483486217826,-0.03873151260306717,-0.01491178367734581,-0.00498458001113724,,0.003160931412699373,-0.06504660589723667,-0.06433533577261735,-0.00389732931044677,-0.03406402621460769,-0.019438180235909954,,-0.07169181238869357,0.02713021096838076,0.04884666578917722,0.0720981089117968,-0.016733168371850383,-0.03437685105154501,-0.053709982974902766,0.03470601892984798,-0.023314755812229047,0.016189667023169103,0.04795072293319673,
ADA,0.06971390379711738,0.03470563829230496,-0.06935031963769185,0.012338693442041582,0.03322333602782539,0.01707668036944199,0.029159514628825496,0.05886566716032873,0.08864615605304901,0.04861785967300021,-0.013470014471654879,-0.10333768362307798,-0.09563733562988337,-0.021580749472209417,0.1561439113765363,-0.15423700119956774,-0.06367618551516879,0.02747474550614789,0.012857926036974828,0.014364795324811984,-0.03701631000046111,0.05049829065206973,9.291323251741984e-05,0.08456234710730882
LAMC3,0.12985326589846882,-0.04458870067688556,-0.06825257787659325,0.01533331592314728,-0.12228189725130008,-0.060371213933271745,-0.019216317036835188,0.07208697343372253,0.08822145205147915,-0.008319996664096298,0.024311307400541955,0.012546843666664531,-0.10525382495399584,-0.039205801076782926,-0.05675839778386989,-0.1572657128563193,-0.10849974818135477,-0.04071959932116057,-0.058820669427325264,-0.0036866079721656207,-0.09744654695925932,-0.04816592004933316,-0.024629119839236383,0.04781144722790321
CCL7,,,0.025423658731729998,,,0.08259714604714243,0.004563424920917621,,,,,,,,,,,,-0.002614862826416051,,,0.002893077570286912,0.0835858444925504,
NGF,,-0.02598543555469227,0.012918086873563973,,,0.06640531584145515,0.03823020489395787,-0.019470492462403958,,,,0.03365842259622814,0.0029185002368822617,,,,-0.026436489333632428,-0.04506805840591636,0.04730239230654803,-0.004468234457821214,-0.06641415969372905,0.02182230500281487,0.04424365337268219,
TNFSF15,,-0.034649388291816116,,,,0.04219358203787117,0.06611987648023424,0.015963138634432057,,,,,0.06241376663041634,,0.03946599499317237,,0.02149143272599674,-0.040500508372273016,-0.01132749495168491,,0.006781196406848364,-0.02413182723649269,0.06444205067213636,
HMGB1,-0.031178653302006705,-0.06883743230521001,-0.10661751251074278,0.1275396402618733,-0.20369467916620135,-0.09354359610085587,-0.07122158193295286,0.09013875261427971,0.1251930522999203,-0.058123327324128636,-0.08042989838466415,-0.10657971888176117,-0.11483493724903926,-0.0044479038971317235,0.04859057313960227,-0.17419257182244166,-0.07479378640926276,-0.08184178113477568,0.010449865397732471,0.08268246454311391,0.030669079089606595,0.011556647204304285,0.005651394423600726,-0.07019690094019297
ITGB3BP,0.07399776198846812,0.16775390790676611,0.014393770007652441,0.02266537773336176,0.07373965287532393,0.07234457425173063,-0.011643375710316596,0.14038381849970114,0.11884029281978248,0.0016962526222175198,0.011765430119259748,0.06219120443882087,-0.06232774495338036,-0.03661715987148652,0.021246603842339173,0.06698776834499838,0.07762115806409459,0.14788365994977193,0.092931478950036,0.04303141918737727,-0.004182496904420456,0.12818686564320575,0.038673438604998646,0.006375534831154844
AANAT,,0.017738752770448115,0.013776091887298484,,,0.04327309792925761,-0.009428314067764768,,-0.0068480768494984115,0.060038394602167464,-0.02240670171995561,-0.03076203565033622,,-0.029737275229049277,,-0.11301474814112351,,0.027257354187126964,0.034453473043166566,-0.010824457040409489,,0.04287953286006636,0.009981607274642715,
RELN,-0.04552016244236179,-0.02566478404064349,-0.07480678812550058,-0.01471668937784793,0.01541644453380943,-0.05078970290720568,0.045176579542319455,0.003924940200428179,-0.033188858588140635,-0.0514995096183446,-0.04414034236625975,0.08057714066128657,,0.03650355491822386,,,-0.0019218078204805403,,,,-0.035509035625054475,,0.00043363282419569914,-0.03777312561774419
IL15,0.11133750476714636,0.020549134548164042,0.011823526560705113,0.00432493548296203,,0.017965239077284104,0.06400270042883964,-0.022418655786449478,0.0017351918592462252,-0.00013906874206867677,0.0651522691315007,6.986318193785879e-05,-0.06090136089826092,0.02786321293254328,0.02465156013677641,-0.06583994886892633,-0.0718551129449191,0.016295554381983917,-0.003554949692717938,-0.0013235131799298923,0.057256761708705514,0.056400556197832796,0.011737759401867132,
UTS2,,,,,,,,,0.10010658806996314,,,,,,0.02212018355008343,-0.014001366243113524,,,0.013017370390858093,,,,,
BSG,0.21671931610318498,0.13885255104021987,0.04586347530700946,0.005119879922573108,0.07877731374548667,0.10435063636208826,0.08276452613263753,0.0734315419327294,0.06186338183155809,0.15035746255913604,-0.043060124414944285,0.2668833031758895,-0.05005494093636612,0.05410599980524092,0.11857243643645672,0.20389002597342953,0.01801901646369204,0.1249131681099537,0.14786164345997713,0.028801802659993277,0.023215832716246953,0.11601016008858381,0.07995968728901023,0.13728688796110777
ADAMTS3,0.06171149885519652,-0.029136621452495775,0.05846819634988866,0.02811323128099511,,0.015509497996632027,-0.03453180840820002,0.03700633430364456,0.11393887163735011,-0.000739368102618062,-0.00549168529510539,-0.024057614286876406,-0.031637079420362584,0.040946108522403685,0.08556078999312279,-0.14621700542364544,,0.06241584024569797,0.10527967478185642,0.04321703035061668,-0.019417611135694155,0.1426231312744349,0.06579723924905795,
CD34,0.12071389375079926,-0.04823884638504718,-0.09918303186945164,0.04472610083223528,-0.03402025308002246,0.004343536418413643,-0.013265683803835254,0.09056659948198616,0.06928775588169085,-0.02047944134691001,0.03430699337856612,0.07966016147793083,-0.0762598433008197,0.02191578665506208,-0.04300965296809009,-0.16370754187005893,-0.052452093400784786,0.08313849387716382,-0.004345485394261128,0.02250900970176617,-0.07423399335938276,-0.007984871653382611,0.04381261312734849,0.075728273279182
CCL23,,,,,,,,,0.03633420326313824,,,,,,0.006346940712439254,,,,,,,,,
PLAT,0.11564127220384898,0.016942473134328975,-0.1251896839182038,0.04082935788091952,-0.11591656584224203,-0.13949465392886537,0.012377076993981068,0.11503369843497119,0.13157011932122042,0.06611257631999054,0.005932228243845872,-0.011772325706900903,-0.0014950892866127132,-0.011720819926306176,-0.03740001452565605,-0.05459408208393666,-0.08401441367338688,0.08164513393965823,0.12146437313763694,0.07137168390938947,0.04987649803148846,-0.012937258960435441,0.049328461372653246,0.04645407174740115
NTF3,,,,,,,,,,,-0.036169761796042185,,0.07752701642190327,,,,,,0.029804660925964076,0.08402376343478851,0.05616917523973842,,,
LTA,,,,0.02433818032100691,,0.01576040842957281,,,,-0.032282723529286496,,,,-0.009333431718773832,,,,,,,,0.0015106505946645907,,
CKLF,0.011616743558295457,0.06769958346887811,0.005313331437452644,-0.04274021160024407,-0.045492344694735155,-0.024901805087760645,0.04026934943604489,0.07906533116993393,0.13404825599485742,-0.02314832978010251,-0.04779878397253786,-0.17005741637212266,-0.003667716995533357,-0.0037526867771689315,0.07535896980630646,0.013949503386066826,-0.12711704941270235,0.032536323101292966,0.09093115282822617,0.07432347285543535,-0.007605606645418718,0.06720541736808236,0.08053456543310362,-0.07202285228392616
APELA,,,,,,,,,,,,,-0.04201710200059345,,,,,,,,,,,
CD24,-0.006907518543690126,0.14076966493097448,-0.02278537511672125,0.10181765004582193,0.08229951643806727,0.10819118938233255,-0.05371165401289459,0.1592508335947501,0.06436222615899172,-0.09267425831108879,0.014885946488514294,0.0373141401971847,-0.0340889883208407,0.02840900341853577,0.10412749922308132,-0.0011278685613742773,0.28058932039285017,0.1847081070934178,0.07041972022784566,0.010550371767115289,0.12589595202950318,-0.006494809659114554,0.008014639452444013,0.08453010419209141
HSP90AA1,-0.15968362821553084,-0.09144066038083364,-0.030251462748286273,0.11044079372043263,0.10003395569159726,-0.054941005679683144,0.022638877500029426,-0.1375429115939186,-0.11621478661511125,-0.0381955094302487,0.003556129531817735,0.31699395204917885,0.04920305328448782,0.06929142281271507,-0.03865787072272119,0.12897471540095162,-0.11956138020008898,-0.14146704600458437,-0.13055470489253976,-0.07687847251134719,0.019117318694467287,-0.06039488109989305,-0.03903727257649499,0.09460453316948349
BMP4,0.025352926536462907,-0.02504137960614978,0.026758379539768194,-0.028118970252139348,-0.06594525423611265,0.08160095798038174,0.002184934931439443,0.15725623963995872,0.0045270135732615735,-0.00773508224485161,0.063086232477959,0.060071180565615126,0.0072248287419183444,-0.02555215124820419,0.023290691339985164,-0.0969276030673543,-0.008818101180636206,-0.01359668121231416,-0.013245507775376369,0.012010483675430962,-0.06687815784590266,0.009425573400554839,0.033244418950412184,
SCGB3A1,,,0.029744680114741878,,0.0043258447415231915,,0.009334718808359368,0.04579735256138596,,,-0.01890027205377404,-0.013592251258630669,0.013306834919556093,0.019613923152066254,0.050789299614528494,-0.120402185728618,-0.03608661409624134,,0.05097602895553246,0.016977745512747233,-0.003388503015610017,-0.02321565343669103,0.08156948516763461,
IGFBP4,0.06384623704097041,-0.036567760954198406,-0.0778606131009085,0.016392098928806522,-0.016204845730751843,-0.040235422777204544,-0.00802377411459615,0.14016376448581294,0.0842733115481603,0.01484544025763958,-0.0437694081916067,-0.10516770658286136,-0.08004021836454768,-0.002450299071036649,-0.08860417572224076,-0.17280479456404615,0.017478429674974812,0.029826636416184486,-0.07878013580029188,-0.06219752691152445,-0.10843281203778996,-0.037263990931643266,-0.0774619330794618,0.10577824226403718
RSPO4,,0.008284761106742315,,-0.00017995139592935668,,0.01941743676056731,-0.038653342733157924,,,-0.015468700644529444,-0.0189002692891817,,,-0.007917517433967427,,,0.045228696836693526,,,,0.006405491373512732,0.11724520229467092,0.10311088143350222,
LEFTY2,0.00554915806956735,-0.05009382490478021,-0.018498506796368847,-0.015591805120445041,-0.06033330407314108,0.01320778776967409,-0.009833054838765141,0.07381187473551197,0.10001995406498981,-0.06917466028163158,0.07603916594633821,-0.003851580185927243,-0.044151178404144,-0.02951567816526147,0.0032049985619552303,-0.12327277492874007,,-0.018718556776494432,0.044539985310037396,0.03772908682747638,-0.027957327412812708,0.045338136244189996,0.028619017560245444,
PF4,,,0.029837002470182675,-0.03175127756304022,,0.0008044577853436807,,,,,,,,,,,,,,-0.07951900245584045,,-0.035336738755545986,-0.05131390451954645,
ANGPTL2,-0.00865563905574924,0.029632627083308195,-0.02877176598931784,0.02565851788314889,-0.12459481675246145,0.011818980389626832,-0.02720197750573705,0.21054978617313203,0.09133616264384382,-0.027156391767402102,0.042070018210857436,-0.20406218925931963,0.16427053687671206,0.03328888398562967,0.03188940720134476,-0.10111751476457381,0.015940998431677095,0.10242161986675552,0.04528893143583692,0.012735772548315394,-0.028808775866335633,0.038428293638705965,0.04694025986647109,-0.1024111816446515
LRIG2,0.0786958558384501,0.13178841796184848,0.07302193501470941,-0.011784816811257258,-0.0048648366871948566,0.0036668374176034653,-0.00700612052646506,0.0838799987994145,0.07280610879552256,0.0035608976678144317,-0.01998245301201533,0.03500137031933285,0.01891646482071142,0.04596249952391236,-0.000531885897991815,0.06041730856055549,0.03453679367928309,0.1427313344308503,0.007895572913677021,0.0681779917490359,-0.0185060862497517,0.11692222244639684,0.06467863481695188,-0.025002574589675253
ICOSLG,-0.07094540716593148,0.03556526311790332,0.028803528053900927,0.023101566620106234,-0.01565956049956432,0.0324637190178112,-0.0078012398197007315,0.12428646329460706,0.0082469073882487,0.051938137459672865,0.0043266528829498324,-0.1354746408844454,0.012515176041967769,-0.021718045074471743,-0.0374862540007898,0.0660637517404093,-0.012867547251857415,0.06384242759986548,0.09349675810010058,0.07588332181560717,0.0271883562086962,0.11790163985372312,-0.009224452089968789,-0.10885164944120447
WIF1,,-0.04880797812556057,0.09963402821726923,,0.007929992685679786,,0.02272096186181922,-0.09950001012069555,-0.03668879477241116,-0.02416230227841417,0.04821360765302599,0.22725010427183936,,0.06802415266225205,,,,,,,-0.06612162084634977,,0.018493748483911148,0.31385883075012005
NPPC,0.10096945040446947,0.05504306797718155,0.0340887757871134,,0.09049392130041245,-0.03079764947926564,0.0481542511094272,0.02667088772053481,-0.012612704648219083,-0.028789155493620846,0.017240366550417434,0.1109622540274277,,0.009792438873057294,-0.045980328602279144,0.005348489297295523,0.12832473382995876,-0.052905203834986016,0.06914579714087601,0.07254983969446342,0.06072474288947351,,0.041255869657543666,0.2203443126438018
LYZ,-0.07039414767905484,-0.0019968225266040877,-0.0014408187088198565,0.0028235006145705946,0.007877219437340703,-0.058234245867641365,0.030054520337301972,0.045246239511449626,0.030950431266352597,-0.009820009066381915,-0.012838465927301621,-0.24456673305112556,-0.029500141588787148,0.028852109259194274,0.09005280871326335,0.006038836090456552,0.1157210748065233,0.02717597632668851,0.02536125231356285,0.01324597266983585,-0.036702026736318755,-0.04545564366894217,-0.03563032026704315,-0.0827414857552238
EREG,,,,,0.06882553893681634,,0.05191012511799626,,,,,-0.0226557418653137,0.0004965605137316772,,,,,,0.00644158504746041,0.02088342131506087,0.006331801198851582,0.007817265915623676,-0.026892871716034033,
